# Super-large sets analysis (sets with size > 6754)
#set_id	chunk_id	basechunk_id
1	52086	52039
1	52094	52086
1	52100	52060
1	52103	52048
1	52106	52074
1	52110	52045
1	52116	52063
1	52120	8649
1	52123	52103
1	52127	52123
1	52136	52039
1	52156	52106
1	52161	52048
1	52164	52056
1	52171	52164
1	52174	52120
1	52181	52048
1	52187	52181
1	52191	52187
1	52196	52181
1	52200	52196
1	52204	52103
1	52208	52204
1	52211	52200
1	52219	52208
1	52222	52204
1	52226	52204
1	52229	52106
1	52239	52196
1	52244	52196
1	52247	52244
1	52250	52244
1	52254	52250
1	52259	13512
1	52265	34688
1	52272	49774
1	52286	29004
1	52290	29004
1	52304	20515
1	52308	23631
1	52317	52308
1	52321	23631
1	52373	34216
1	52380	8248
1	52463	8746
1	52574	29945
1	52577	20510
1	52706	37005
1	52711	25254
1	52752	20551
1	52760	36938
1	52785	16199
1	52829	18085
1	52833	52829
1	52842	2755
1	52846	52842
1	52851	51714
1	52856	52846
1	52866	10264
1	52871	11570
1	52876	11512
1	52881	52871
1	52886	18346
1	52890	52876
1	52897	34221
1	52900	37722
1	52918	50435
1	52921	5657
1	52925	52921
1	53112	29677
1	53153	49668
1	53158	53153
1	53164	53158
1	53168	30656
1	53171	38522
1	53176	38474
1	53181	31471
1	53187	37907
1	53193	53181
1	53199	37907
1	53206	37907
1	53211	53187
1	53217	53193
1	53222	53211
1	53229	18361
1	53446	52833
1	53612	12538
1	53616	11796
1	53623	14018
1	53625	53616
1	53628	53623
1	53633	50858
1	53638	11796
1	53724	35494
1	53729	9677
1	53733	53176
1	53893	19858
1	53898	53893
1	54021	34591
1	54025	54021
1	54029	54025
1	54033	34591
1	54044	51110
1	54049	24714
1	54129	17012
1	54133	29868
1	54137	20922
1	54199	30321
1	54203	17760
1	54210	30295
1	54214	17757
1	54222	39865
1	54230	54222
1	54307	18446
1	54311	54307
1	54338	17062
1	54344	30217
1	54351	54344
1	54356	54344
1	54490	14070
1	54497	54490
1	54500	14018
1	54503	54500
1	54506	54503
1	54538	31362
1	54542	28456
1	54562	6499
1	54567	21932
1	54576	17352
1	54581	21937
1	54591	34668
1	54597	54591
1	54716	32195
1	54721	35563
1	54726	35568
1	54753	4268
1	54758	10472
1	54761	54753
1	54764	54761
1	55489	51718
1	55494	51718
1	55498	51718
1	55502	51718
1	55521	38791
1	55555	4878
1	55560	55555
1	55564	55560
1	55568	55564
1	55597	33708
1	55613	25872
1	55622	55555
1	55665	29015
1	55675	8601
1	55678	17328
1	55682	17364
1	55686	54576
1	55690	55686
1	55698	55690
1	55704	55690
1	55708	55678
1	55713	19650
1	55722	30418
1	55728	55690
1	55732	55713
1	55736	33542
1	55747	9693
1	55761	29778
1	55767	38795
1	55773	55747
1	55794	27913
1	55800	55794
1	55805	55800
1	55811	55805
1	55817	55794
1	55823	27967
1	55829	55800
1	55834	55800
1	55840	55805
1	55846	55794
1	55891	32615
1	55915	3584
