#reverse_pos	count	cdf
806	3	0.997337
807	5	0.997342
808	6	0.997348
809	9	0.997358
810	1	0.997359
811	1	0.99736
812	5	0.997365
813	8	0.997373
814	3	0.997377
815	3	0.99738
816	3	0.997383
817	5	0.997388
818	5	0.997393
819	5	0.997398
820	2	0.997401
821	4	0.997405
822	14	0.997419
823	2	0.997421
824	4	0.997426
825	2	0.997428
826	3	0.997431
827	2	0.997433
828	1	0.997434
829	3	0.997437
830	3	0.99744
831	4	0.997444
832	2	0.997446
833	11	0.997458
834	3	0.997461
835	6	0.997467
836	8	0.997476
839	3	0.997479
840	2	0.997481
841	4	0.997485
842	3	0.997488
843	5	0.997493
844	3	0.997496
845	3	0.997499
846	2	0.997502
847	3	0.997505
848	5	0.99751
849	3	0.997513
850	3	0.997516
851	5	0.997521
852	6	0.997528
853	7	0.997535
854	7	0.997542
855	3	0.997545
856	3	0.997548
857	6	0.997555
858	4	0.997559
859	9	0.997568
860	2	0.99757
861	4	0.997575
862	3	0.997578
863	1	0.997579
864	5	0.997584
865	3	0.997587
866	2	0.997589
867	3	0.997592
868	4	0.997596
870	8	0.997605
871	6	0.997611
872	5	0.997616
873	3	0.997619
874	2	0.997621
875	6	0.997628
876	3	0.997631
877	6	0.997637
878	3	0.99764
879	6	0.997646
880	6	0.997653
881	3	0.997656
882	7	0.997663
883	4	0.997667
884	2	0.997669
885	4	0.997673
886	3	0.997677
887	3	0.99768
888	5	0.997685
889	3	0.997688
890	2	0.99769
891	3	0.997693
892	4	0.997697
893	4	0.997702
894	4	0.997706
895	7	0.997713
896	6	0.997719
897	2	0.997721
898	1	0.997722
899	3	0.997726
900	1	0.997727
901	3	0.99773
902	3	0.997733
903	2	0.997735
904	2	0.997737
905	4	0.997741
906	3	0.997744
907	3	0.997747
908	5	0.997753
909	4	0.997757
910	6	0.997763
911	6	0.997769
912	5	0.997775
913	2	0.997777
914	3	0.99778
915	1	0.997781
916	5	0.997786
917	6	0.997792
918	4	0.997796
919	5	0.997802
920	1	0.997803
921	8	0.997811
922	1	0.997812
923	2	0.997814
924	4	0.997818
925	4	0.997822
926	2	0.997825
927	2	0.997827
928	2	0.997829
929	6	0.997835
930	5	0.99784
931	2	0.997842
932	5	0.997847
934	2	0.99785
935	2	0.997852
936	2	0.997854
937	2	0.997856
938	3	0.997859
939	4	0.997863
940	4	0.997867
941	3	0.99787
942	1	0.997871
943	5	0.997877
944	3	0.99788
945	6	0.997886
946	5	0.997891
947	2	0.997893
948	2	0.997895
949	2	0.997897
950	1	0.997899
951	1	0.9979
954	2	0.997902
955	3	0.997905
956	3	0.997908
957	2	0.99791
958	1	0.997911
959	3	0.997914
